Gene	Gene name
ENSMUSG00000031790	Mmp15
ENSMUSG00000029061	Mmp23
ENSMUSG00000018623	Mmp7
ENSMUSG00000032092	Mpzl2
ENSMUSG00000052105	Mtcl1
ENSMUSG00000042784	Muc1
ENSMUSG00000037390	Muc3
ENSMUSG00000094840	Muc3a
ENSMUSG00000079620	Muc4
ENSMUSG00000030739	Myh14
ENSMUSG00000034427	Myo15b
ENSMUSG00000025401	Myo1a
ENSMUSG00000025885	Myo5b
ENSMUSG00000036098	Myrf
ENSMUSG00000049001	Ndnf
ENSMUSG00000062300	Nectin2
ENSMUSG00000022656	Nectin3
ENSMUSG00000008575	Nfib
ENSMUSG00000026259	Ngef
ENSMUSG00000030551	Nr2f2
ENSMUSG00000045991	Onecut2
ENSMUSG00000042359	Osbpl6
ENSMUSG00000033377	Palmd
ENSMUSG00000032278	Paqr5
ENSMUSG00000025812	Pard3
ENSMUSG00000044641	Pard6b
ENSMUSG00000030770	Parva
ENSMUSG00000051375	Pcdh1
ENSMUSG00000048537	Phldb1
ENSMUSG00000033149	Phldb2
ENSMUSG00000026417	Pigr
ENSMUSG00000024998	Plce1
ENSMUSG00000030701	Plekhb1
ENSMUSG00000031775	Pllp
ENSMUSG00000026640	Plxna2
ENSMUSG00000053646	Plxnb1
ENSMUSG00000026179	Pnkd
ENSMUSG00000041653	Pnpla3
ENSMUSG00000029086	Prom1
ENSMUSG00000047040	Prr15l
ENSMUSG00000039405	Prss23
ENSMUSG00000023972	Ptk7
ENSMUSG00000028399	Ptprd
ENSMUSG00000033295	Ptprf
ENSMUSG00000021745	Ptprg
ENSMUSG00000019889	Ptprk
ENSMUSG00000028909	Ptpru
ENSMUSG00000032356	Rasgrf1
ENSMUSG00000059654	Reg1
ENSMUSG00000030110	Ret
ENSMUSG00000074457	S100a16
ENSMUSG00000040808	S100g
ENSMUSG00000034463	Scara3
ENSMUSG00000057969	Sema3b
ENSMUSG00000028780	Sema3c
ENSMUSG00000023232	Serinc2
ENSMUSG00000032908	Sgpp2
ENSMUSG00000053886	Sh2d4a
ENSMUSG00000002633	Shh
ENSMUSG00000018387	Shroom1
ENSMUSG00000029381	Shroom3
ENSMUSG00000001225	Slc26a3
ENSMUSG00000039865	Slc44a3
ENSMUSG00000007034	Slc44a4
ENSMUSG00000026435	Slc45a3
ENSMUSG00000060961	Slc4a4
ENSMUSG00000019558	Slc6a8
ENSMUSG00000032548	Slco2a1
ENSMUSG00000075420	Smim6
ENSMUSG00000031906	Smpd3
ENSMUSG00000025902	Sox17
ENSMUSG00000038305	Spats2l
ENSMUSG00000028415	Spink4
ENSMUSG00000024427	Spry4
ENSMUSG00000015653	Steap2
ENSMUSG00000023122	Sult1c2
ENSMUSG00000036667	Tcaf1
ENSMUSG00000001604	Tcea3
ENSMUSG00000055320	Tead1
ENSMUSG00000002249	Tead3
ENSMUSG00000029999	Tgfa
ENSMUSG00000032289	Thsd4
ENSMUSG00000027801	Tm4sf4
ENSMUSG00000018919	Tm4sf5
ENSMUSG00000030650	Tmc5
ENSMUSG00000061451	Tmem151a
ENSMUSG00000041737	Tmem45b
ENSMUSG00000028786	Tmem54
ENSMUSG00000035413	Tmem98
ENSMUSG00000032091	Tmprss4
ENSMUSG00000037003	Tns2
ENSMUSG00000009246	Trpm5
ENSMUSG00000047907	Tshz2
ENSMUSG00000028699	Tspan1
ENSMUSG00000037031	Tspan15
ENSMUSG00000020099	Unc5b
ENSMUSG00000039646	Vasn
ENSMUSG00000023951	Vegfa
ENSMUSG00000026175	Vil1
ENSMUSG00000001943	Vsig2
ENSMUSG00000051076	Vtcn1
ENSMUSG00000017723	Wfdc2
ENSMUSG00000036856	Wnt4
ENSMUSG00000022382	Wnt7b
ENSMUSG00000042439	Zfp532
ENSMUSG00000020486	38231
ENSMUSG00000033960	9430020K01Rik
ENSMUSG00000035258	Abi3bp
ENSMUSG00000032735	Ablim3
ENSMUSG00000031972	Acta1
ENSMUSG00000006457	Actn3
ENSMUSG00000022893	Adamts1
ENSMUSG00000036545	Adamts2
ENSMUSG00000022894	Adamts5
ENSMUSG00000030022	Adamts9
ENSMUSG00000066113	Adamtsl1
ENSMUSG00000044017	Adgrd1
ENSMUSG00000056492	Adgrf5
ENSMUSG00000039167	Adgrl4
ENSMUSG00000025911	Adhfe1
ENSMUSG00000020473	Aebp1
ENSMUSG00000015452	Ager
ENSMUSG00000028527	Ak4
ENSMUSG00000021057	Akap5
ENSMUSG00000015134	Aldh1a3
ENSMUSG00000013076	Amotl1
ENSMUSG00000032531	Amotl2
ENSMUSG00000033420	Antxr1
ENSMUSG00000019326	Aoc3
ENSMUSG00000063558	Aox1
ENSMUSG00000064294	Aox3
ENSMUSG00000052921	Arhgef15
ENSMUSG00000019467	Arhgef25
ENSMUSG00000036995	Asap3
ENSMUSG00000030730	Atp2a1
ENSMUSG00000051669	AU021092
ENSMUSG00000047228	BC048546
ENSMUSG00000031375	Bgn
ENSMUSG00000027483	Bpifa1
ENSMUSG00000027485	Bpifb1
ENSMUSG00000017446	C1qtnf1
ENSMUSG00000038521	C1s1
ENSMUSG00000022181	C6
ENSMUSG00000079105	C7
ENSMUSG00000007655	Cav1
ENSMUSG00000025150	Cbr2
ENSMUSG00000070306	Ccdc153
ENSMUSG00000022665	Ccdc80
ENSMUSG00000009185	Ccl8
ENSMUSG00000056481	Cd248
ENSMUSG00000016494	Cd34
ENSMUSG00000031673	Cdh11
ENSMUSG00000061048	Cdh3
ENSMUSG00000031871	Cdh5
ENSMUSG00000037664	Cdkn1c
ENSMUSG00000061780	Cfd
ENSMUSG00000063779	Chil4
ENSMUSG00000035930	Chst4
ENSMUSG00000028255	Clca1
ENSMUSG00000032473	Cldn18
ENSMUSG00000041378	Cldn5
ENSMUSG00000045930	Clec14a
ENSMUSG00000025784	Clec3b
ENSMUSG00000015093	Clic3
ENSMUSG00000023959	Clic5
ENSMUSG00000022371	Col14a1
ENSMUSG00000001506	Col1a1
ENSMUSG00000029661	Col1a2
ENSMUSG00000026043	Col3a1
ENSMUSG00000079465	Col4a3
ENSMUSG00000067158	Col4a4
ENSMUSG00000031274	Col4a5
ENSMUSG00000026837	Col5a1
ENSMUSG00000026042	Col5a2
ENSMUSG00000001119	Col6a1
ENSMUSG00000020241	Col6a2
ENSMUSG00000048126	Col6a3
ENSMUSG00000091345	Col6a5
ENSMUSG00000027408	Cpxm1
ENSMUSG00000028111	Ctsk
ENSMUSG00000029375	Cxcl15
ENSMUSG00000020810	Cygb
ENSMUSG00000041134	Cyyr1
ENSMUSG00000019929	Dcn
ENSMUSG00000026674	Ddr2
ENSMUSG00000030772	Dkk3
ENSMUSG00000031523	Dlc1
ENSMUSG00000027314	Dll4
ENSMUSG00000052861	Dnah6
ENSMUSG00000019278	Dpep1
ENSMUSG00000026574	Dpt
ENSMUSG00000026131	Dst
ENSMUSG00000033788	Dysf
ENSMUSG00000000402	Egfl6
ENSMUSG00000026921	Egfl7
ENSMUSG00000020122	Egfr
ENSMUSG00000029675	Eln
ENSMUSG00000054690	Emcn
ENSMUSG00000022505	Emp2
ENSMUSG00000028024	Enpep
ENSMUSG00000022425	Enpp2
ENSMUSG00000024140	Epas1
ENSMUSG00000024664	Fads3
ENSMUSG00000006369	Fbln1
ENSMUSG00000064080	Fbln2
ENSMUSG00000021186	Fbln5
ENSMUSG00000027204	Fbn1
ENSMUSG00000037712	Fermt2
ENSMUSG00000034037	Fgd5
ENSMUSG00000036585	Fgf1
ENSMUSG00000047414	Flrt2
ENSMUSG00000040181	Fmo1
ENSMUSG00000040170	Fmo2
ENSMUSG00000041559	Fmod
ENSMUSG00000039735	Fnbp1l
ENSMUSG00000071984	Fndc1
ENSMUSG00000034227	Foxj1
ENSMUSG00000022816	Fstl1
ENSMUSG00000021903	Galnt15
ENSMUSG00000038296	Galnt18
ENSMUSG00000052957	Gas1
ENSMUSG00000055653	Gpc3
ENSMUSG00000031517	Gpm6a
ENSMUSG00000058396	Gpr182
ENSMUSG00000003949	Hlf
ENSMUSG00000066842	Hmcn1
ENSMUSG00000074793	Hspa12b
ENSMUSG00000041548	Hspb8
ENSMUSG00000006205	Htra1
ENSMUSG00000020427	Igfbp3
ENSMUSG00000026185	Igfbp5
ENSMUSG00000023046	Igfbp6
ENSMUSG00000036256	Igfbp7
ENSMUSG00000026072	Il1r1
ENSMUSG00000024810	Il33
ENSMUSG00000037206	Islr
ENSMUSG00000026768	Itga8
ENSMUSG00000032702	Kank1
ENSMUSG00000062609	Kcnj15
ENSMUSG00000062960	Kdr
ENSMUSG00000044041	Krt13
ENSMUSG00000045545	Krt14
ENSMUSG00000059668	Krt4
ENSMUSG00000019899	Lama2
ENSMUSG00000019846	Lama4
ENSMUSG00000026840	Lamc3
ENSMUSG00000041247	Lamp3
ENSMUSG00000057722	Lepr
ENSMUSG00000033595	Lgi3
ENSMUSG00000037736	Limch1
ENSMUSG00000024529	Lox
ENSMUSG00000027070	Lrp2
ENSMUSG00000043110	Lrrn4
ENSMUSG00000071656	Lrrn4cl
ENSMUSG00000036446	Lum
ENSMUSG00000018411	Mapt
ENSMUSG00000029659	Medag
ENSMUSG00000057751	Megf6
ENSMUSG00000042436	Mfap4
ENSMUSG00000030116	Mfap5
ENSMUSG00000030218	Mgp
ENSMUSG00000038244	Mical2
ENSMUSG00000027820	Mme
ENSMUSG00000031740	Mmp2
ENSMUSG00000043613	Mmp3
ENSMUSG00000041445	Mmrn2
ENSMUSG00000028402	Mpdz
ENSMUSG00000020695	Mrc2
ENSMUSG00000063011	Msln
ENSMUSG00000051236	Msrb3
ENSMUSG00000109564	Muc16
ENSMUSG00000037974	Muc5ac
ENSMUSG00000066108	Muc5b
ENSMUSG00000029070	Mxra8
ENSMUSG00000056328	Myh1
ENSMUSG00000020900	Myh10
ENSMUSG00000018830	Myh11
ENSMUSG00000057003	Myh4
ENSMUSG00000061816	Myl1
ENSMUSG00000033585	Ndn
ENSMUSG00000004891	Nes
ENSMUSG00000027574	Nkain4
ENSMUSG00000031661	Nkd1
ENSMUSG00000051790	Nlgn2
ENSMUSG00000032271	Nnmt
ENSMUSG00000015468	Notch4
ENSMUSG00000040998	Npnt
ENSMUSG00000027931	Npr1
ENSMUSG00000020902	Ntn1
ENSMUSG00000021390	Ogn
ENSMUSG00000027848	Olfml3
ENSMUSG00000039196	Orm1
ENSMUSG00000022146	Osmr
ENSMUSG00000048387	Osr1
ENSMUSG00000023191	P3h3
ENSMUSG00000026335	Pam
ENSMUSG00000102918	Pcdhgc3
ENSMUSG00000029718	Pcolce
ENSMUSG00000015354	Pcolce2
ENSMUSG00000030513	Pcsk6
ENSMUSG00000029231	Pdgfra
ENSMUSG00000028583	Pdpn
ENSMUSG00000038725	Pkhd1l1
ENSMUSG00000019817	Plagl1
ENSMUSG00000031538	Plat
ENSMUSG00000025608	Podxl
ENSMUSG00000027750	Postn
ENSMUSG00000041577	Prelp
ENSMUSG00000048960	Prex2
ENSMUSG00000036158	Prickle1
ENSMUSG00000030020	Prickle2
ENSMUSG00000037060	Prkcdbp
ENSMUSG00000033361	Prrg3
ENSMUSG00000026586	Prrx1
ENSMUSG00000039126	Prune2
ENSMUSG00000053198	Prx
ENSMUSG00000020154	Ptprb
ENSMUSG00000005716	Pvalb
ENSMUSG00000020674	Pxdn
ENSMUSG00000002059	Rab34
ENSMUSG00000001240	Ramp2
ENSMUSG00000009281	Rarres2
ENSMUSG00000039607	Rbms3
ENSMUSG00000046402	Rbp1
ENSMUSG00000030017	Reg3g
ENSMUSG00000070509	Rgma
ENSMUSG00000021876	Rnase4
ENSMUSG00000032125	Robo4
ENSMUSG00000037846	Rtkn2
ENSMUSG00000022032	Scara5
ENSMUSG00000024653	Scgb1a1
ENSMUSG00000064057	Scgb3a1
ENSMUSG00000038791	Scgb3a2
ENSMUSG00000049281	Scn3b
ENSMUSG00000034810	Scn7a
ENSMUSG00000054986	Sec14l3
ENSMUSG00000034684	Sema3f
ENSMUSG00000021091	Serpina3n
ENSMUSG00000070436	Serpinh1
ENSMUSG00000021789	Sftpa1
ENSMUSG00000056370	Sftpb
ENSMUSG00000022097	Sftpc
ENSMUSG00000021795	Sftpd
ENSMUSG00000037762	Slc16a9
ENSMUSG00000020651	Slc26a4
ENSMUSG00000029188	Slc34a2
ENSMUSG00000020264	Slc36a2
ENSMUSG00000053897	Slc39a8
ENSMUSG00000011034	Slc5a1
ENSMUSG00000056427	Slit3
ENSMUSG00000036867	Smad6
ENSMUSG00000023886	Smoc2
ENSMUSG00000072941	Sod3
ENSMUSG00000046470	Sox18
ENSMUSG00000018593	Sparc
ENSMUSG00000029309	Sparcl1
ENSMUSG00000058297	Spock2
ENSMUSG00000016918	Sulf1
ENSMUSG00000028369	Svep1
ENSMUSG00000030554	Synm
ENSMUSG00000043079	Synpo
ENSMUSG00000032085	Tagln
ENSMUSG00000000093	Tbx2
ENSMUSG00000006386	Tek
ENSMUSG00000023885	Thbs2
ENSMUSG00000033191	Tie1
ENSMUSG00000020044	Timp3
ENSMUSG00000027800	Tm4sf1
ENSMUSG00000069763	Tmem100
ENSMUSG00000024168	Tmem204
ENSMUSG00000017300	Tnnc2
ENSMUSG00000055322	Tns1
ENSMUSG00000033327	Tnxb
ENSMUSG00000038375	Trp53inp2
ENSMUSG00000058254	Tspan7
ENSMUSG00000049436	Upk1b
ENSMUSG00000042985	Upk3b
ENSMUSG00000034911	Ushbp1
ENSMUSG00000027962	Vcam1
ENSMUSG00000023336	Wfdc1
ENSMUSG00000086040	Wipf3
ENSMUSG00000027803	Wwtr1
ENSMUSG00000039081	Zfp503
ENSMUSG00000013419	Zfp651
ENSMUSG00000071103	1700029J07Rik
ENSMUSG00000052794	1700030K09Rik
ENSMUSG00000043773	1700048O20Rik
ENSMUSG00000090394	4930523C07Rik
ENSMUSG00000034959	5031414D18Rik
ENSMUSG00000038884	A230050P20Rik
ENSMUSG00000052760	A630001G21Rik
ENSMUSG00000095041	AC149090.1
ENSMUSG00000001348	Acp5
ENSMUSG00000027452	Acss1
ENSMUSG00000051804	Adam6b
ENSMUSG00000037138	Aff3
ENSMUSG00000054702	Ap1s3
ENSMUSG00000039242	B3galnt2
ENSMUSG00000037922	Bank1
ENSMUSG00000028121	Bcar3
ENSMUSG00000000861	Bcl11a
ENSMUSG00000032556	Bfsp2
ENSMUSG00000014453	Blk
ENSMUSG00000061132	Blnk
ENSMUSG00000031264	Btk
ENSMUSG00000022416	Cacna1i
ENSMUSG00000030724	Cd19
ENSMUSG00000027863	Cd2
ENSMUSG00000030577	Cd22
ENSMUSG00000030798	Cd37
ENSMUSG00000017652	Cd40
ENSMUSG00000024610	Cd74
ENSMUSG00000003379	Cd79a
ENSMUSG00000040592	Cd79b
ENSMUSG00000015396	Cd83
ENSMUSG00000052298	Cdc42se2
ENSMUSG00000023072	Cep89
ENSMUSG00000006782	Cnp
ENSMUSG00000026489	Coq8a
ENSMUSG00000047880	Cxcr5
ENSMUSG00000034445	Cyb561a3
ENSMUSG00000052563	D930048N14Rik
ENSMUSG00000042404	Dennd4b
ENSMUSG00000040818	Dennd6a
ENSMUSG00000070738	Dgkd
ENSMUSG00000014195	Dnajc7
ENSMUSG00000022838	Eaf2
ENSMUSG00000038776	Ephx1
ENSMUSG00000057069	Ero1lb
ENSMUSG00000030275	Etnk1
ENSMUSG00000028838	Extl1
ENSMUSG00000036022	Fam122b
ENSMUSG00000043243	Fam129c
ENSMUSG00000029270	Fam69a
ENSMUSG00000038421	Fcrla
ENSMUSG00000011658	Fuz
ENSMUSG00000038072	Galnt11
ENSMUSG00000030872	Gga2
ENSMUSG00000050627	Gpd1l
ENSMUSG00000051212	Gpr183
ENSMUSG00000037548	H2-DMb2
ENSMUSG00000041538	H2-Ob
ENSMUSG00000062906	Hdac10
ENSMUSG00000022528	Hes1
ENSMUSG00000039307	Hexdc
ENSMUSG00000068854	Hist2h2be
ENSMUSG00000076613	Ighg2b
ENSMUSG00000076619	Ighj3
ENSMUSG00000076617	Ighm
ENSMUSG00000103254	Ighv1-15
ENSMUSG00000096410	Ighv1-19
ENSMUSG00000094561	Ighv1-22
ENSMUSG00000094546	Ighv1-26
ENSMUSG00000095130	Ighv1-39
ENSMUSG00000095442	Ighv1-4
ENSMUSG00000094652	Ighv1-42
ENSMUSG00000095204	Ighv1-52
ENSMUSG00000094787	Ighv1-54
ENSMUSG00000094088	Ighv1-64
ENSMUSG00000094502	Ighv1-69
ENSMUSG00000095200	Ighv1-7
ENSMUSG00000096074	Ighv1-72
ENSMUSG00000094124	Ighv1-74
ENSMUSG00000096020	Ighv1-75
ENSMUSG00000093896	Ighv1-76
ENSMUSG00000096326	Ighv1-78
ENSMUSG00000094075	Ighv1-80
ENSMUSG00000095127	Ighv1-82
ENSMUSG00000094694	Ighv1-9
ENSMUSG00000095700	Ighv10-3
ENSMUSG00000095583	Ighv14-2
ENSMUSG00000095642	Ighv14-3
ENSMUSG00000076666	Ighv14-4
ENSMUSG00000096464	Ighv2-2
ENSMUSG00000096498	Ighv2-5
ENSMUSG00000076672	Ighv3-6
ENSMUSG00000076655	Ighv4-1
ENSMUSG00000094194	Ighv5-16
ENSMUSG00000095571	Ighv5-17
ENSMUSG00000095612	Ighv5-4
ENSMUSG00000076731	Ighv8-12
ENSMUSG00000104452	Ighv8-8
ENSMUSG00000096459	Ighv9-3
ENSMUSG00000094322	Ighv9-4
ENSMUSG00000110185	Igip
ENSMUSG00000076609	Igkc
ENSMUSG00000093861	Igkv1-110
ENSMUSG00000094335	Igkv1-117
ENSMUSG00000096336	Igkv1-135
ENSMUSG00000076535	Igkv1-88
ENSMUSG00000096490	Igkv10-94
ENSMUSG00000094420	Igkv10-96
ENSMUSG00000095737	Igkv11-125
ENSMUSG00000096422	Igkv12-44
ENSMUSG00000076564	Igkv12-46
ENSMUSG00000076526	Igkv12-98
ENSMUSG00000076538	Igkv13-84
ENSMUSG00000096515	Igkv14-100
ENSMUSG00000095771	Igkv14-111
ENSMUSG00000076523	Igkv15-103
ENSMUSG00000076522	Igkv16-104
ENSMUSG00000076514	Igkv17-121
ENSMUSG00000076508	Igkv17-127
ENSMUSG00000098814	Igkv19-93
ENSMUSG00000105606	Igkv2-109
ENSMUSG00000076518	Igkv2-112
ENSMUSG00000076596	Igkv3-10
ENSMUSG00000096715	Igkv3-4
ENSMUSG00000076598	Igkv3-7
ENSMUSG00000076562	Igkv4-50
ENSMUSG00000095753	Igkv4-53
ENSMUSG00000096833	Igkv4-55
ENSMUSG00000076556	Igkv4-57
ENSMUSG00000076555	Igkv4-57-1
ENSMUSG00000095633	Igkv4-58
ENSMUSG00000094006	Igkv4-59
ENSMUSG00000076550	Igkv4-63
ENSMUSG00000076549	Igkv4-68
ENSMUSG00000076548	Igkv4-69
ENSMUSG00000076543	Igkv4-74
ENSMUSG00000076540	Igkv4-80
ENSMUSG00000076569	Igkv5-39
ENSMUSG00000094433	Igkv5-43
ENSMUSG00000094094	Igkv5-45
ENSMUSG00000076563	Igkv5-48
ENSMUSG00000076594	Igkv6-13
ENSMUSG00000094797	Igkv6-15
ENSMUSG00000095794	Igkv6-17
ENSMUSG00000076587	Igkv6-20
ENSMUSG00000076576	Igkv6-32
ENSMUSG00000096594	Igkv8-19
ENSMUSG00000076586	Igkv8-21
ENSMUSG00000076583	Igkv8-24
ENSMUSG00000076580	Igkv8-27
ENSMUSG00000094356	Igkv8-28
ENSMUSG00000076577	Igkv8-30
ENSMUSG00000094872	Igkv9-120
ENSMUSG00000096632	Igkv9-124
ENSMUSG00000105906	Iglc1
ENSMUSG00000076937	Iglc2
ENSMUSG00000105547	Iglc3
ENSMUSG00000106668	Iglj1
ENSMUSG00000076934	Iglv1
ENSMUSG00000076939	Iglv3
ENSMUSG00000025133	Ints4
ENSMUSG00000037461	Ints7
ENSMUSG00000028344	Invs
ENSMUSG00000051727	Kctd14
ENSMUSG00000026608	Kctd3
ENSMUSG00000021843	Ktn1
ENSMUSG00000026866	Kynu
ENSMUSG00000055745	Ldoc1l
ENSMUSG00000025239	Limd1
ENSMUSG00000073725	Lmbrd1
ENSMUSG00000021608	Lpcat1
ENSMUSG00000030125	Lrrc23
ENSMUSG00000034634	Ly6d
ENSMUSG00000032688	Malt1
ENSMUSG00000003746	Man1a
ENSMUSG00000037337	Map4k1
ENSMUSG00000041921	Metap1d
ENSMUSG00000020743	Mif4gd
ENSMUSG00000024673	Ms4a1
ENSMUSG00000024151	Msh2
ENSMUSG00000022353	Mtss1
ENSMUSG00000017774	Myo1c
ENSMUSG00000020437	Myo1g
ENSMUSG00000023994	Nfya
ENSMUSG00000059791	Nrm
ENSMUSG00000033405	Nudt15
ENSMUSG00000075033	Nxpe3
ENSMUSG00000026496	Parp1
ENSMUSG00000014030	Pax5
ENSMUSG00000026447	Pik3c2b
ENSMUSG00000031398	Plxna3
ENSMUSG00000036986	Pml
ENSMUSG00000032053	Pou2af1
ENSMUSG00000008496	Pou2f2
ENSMUSG00000063849	Ppcdc
ENSMUSG00000046442	Ppm1e
ENSMUSG00000037826	Ppm1k
ENSMUSG00000022672	Prkdc
ENSMUSG00000025742	Prps2
ENSMUSG00000020528	Prpsap2
ENSMUSG00000036106	Prr5
ENSMUSG00000019863	Qrsl1
ENSMUSG00000026721	Rabgap1l
ENSMUSG00000026594	Ralgps2
ENSMUSG00000027347	Rasgrp1
ENSMUSG00000020752	Recql5
ENSMUSG00000039316	Rftn1
ENSMUSG00000021880	Rnase6
ENSMUSG00000045287	Rtn4rl1
ENSMUSG00000035629	Rubcn
ENSMUSG00000042978	Sbk1
ENSMUSG00000037071	Scd1
ENSMUSG00000044734	Serpinb1a
ENSMUSG00000021892	Sh3bp5
ENSMUSG00000030468	Siglecg
ENSMUSG00000029416	Slc15a4
ENSMUSG00000023393	Slc17a9
ENSMUSG00000001918	Slc1a5
ENSMUSG00000020744	Slc25a19
ENSMUSG00000047789	Slc38a9
ENSMUSG00000037972	Snn
ENSMUSG00000038291	Snx25
ENSMUSG00000028385	Snx30
ENSMUSG00000029560	Snx8
ENSMUSG00000037104	Socs5
ENSMUSG00000033444	Specc1l
ENSMUSG00000008193	Spib
ENSMUSG00000043065	Spice1
ENSMUSG00000022463	Srebf2
ENSMUSG00000002007	Srpk3
ENSMUSG00000022885	St6gal1
ENSMUSG00000003418	St8sia6
ENSMUSG00000038578	Susd1
ENSMUSG00000031015	Swap70
ENSMUSG00000020034	Tcp11l2
ENSMUSG00000045322	Tlr9
ENSMUSG00000050912	Tmem123
ENSMUSG00000026347	Tmem163
ENSMUSG00000046157	Tmem229b
ENSMUSG00000035953	Tmem55b
ENSMUSG00000010142	Tnfrsf13b
ENSMUSG00000056144	Trim34a
ENSMUSG00000060441	Trim5
ENSMUSG00000054517	Trim65
ENSMUSG00000000244	Tspan32
ENSMUSG00000074671	Tspyl3
ENSMUSG00000017679	Ttpal
ENSMUSG00000001521	Tulp3
ENSMUSG00000021830	Txndc16
ENSMUSG00000028514	Usp24
ENSMUSG00000007029	Vars
ENSMUSG00000009621	Vav2
ENSMUSG00000034379	Wdr5b
ENSMUSG00000066357	Wdr6
ENSMUSG00000026187	Xrcc5
ENSMUSG00000049090	Zadh2
ENSMUSG00000039981	Zc3h12d
ENSMUSG00000042097	Zfp239
ENSMUSG00000057551	Zfp317
ENSMUSG00000061371	Zfp873
ENSMUSG00000074282	Zfp94
ENSMUSG00000074733	Zfp950
ENSMUSG00000052446	Zfp961
ENSMUSG00000041164	Zmiz2
ENSMUSG00000054293	A630033H20Rik
ENSMUSG00000025277	Abhd6
ENSMUSG00000056367	Actr3b
ENSMUSG00000025754	Agbl1
ENSMUSG00000045165	AI467606
ENSMUSG00000059708	Akap17b
ENSMUSG00000050022	Amz1
ENSMUSG00000050914	Ankrd37
ENSMUSG00000074582	Arfgef2
ENSMUSG00000049744	Arhgap15
ENSMUSG00000036882	Arhgap33
ENSMUSG00000031133	Arhgef6
ENSMUSG00000004110	Cacna1e
ENSMUSG00000024617	Camk2a
ENSMUSG00000038127	Ccdc50
ENSMUSG00000023852	Chd1
ENSMUSG00000041189	Chrnb1
ENSMUSG00000041729	Coro2b
ENSMUSG00000025867	Cplx2
ENSMUSG00000002718	Cse1l
ENSMUSG00000028015	Ctso
ENSMUSG00000003484	Cyp4f18
ENSMUSG00000039952	Dag1
ENSMUSG00000078789	Dph1
ENSMUSG00000072596	Ear2
ENSMUSG00000074364	Ehd2
ENSMUSG00000046546	Fam43a
ENSMUSG00000024013	Fgd2
ENSMUSG00000042817	Flt3
ENSMUSG00000036594	H2-Aa
ENSMUSG00000004698	Hdac9
ENSMUSG00000044156	Hepacam2
ENSMUSG00000094051	Ighv1-36
ENSMUSG00000076709	Ighv1-47
ENSMUSG00000093894	Ighv1-53
ENSMUSG00000095589	Ighv1-55
ENSMUSG00000095981	Ighv10-1
ENSMUSG00000094164	Ighv2-3
ENSMUSG00000096638	Ighv2-9
ENSMUSG00000095565	Ighv2-9-1
ENSMUSG00000076674	Ighv3-8
ENSMUSG00000094951	Ighv5-6
ENSMUSG00000095210	Ighv5-9-1
ENSMUSG00000076677	Ighv6-3
ENSMUSG00000076680	Ighv6-6
ENSMUSG00000076652	Ighv7-3
ENSMUSG00000095497	Igkv1-122
ENSMUSG00000094902	Igkv10-95
ENSMUSG00000076536	Igkv4-86
ENSMUSG00000076591	Igkv8-16
ENSMUSG00000093906	Igkv9-129
ENSMUSG00000076940	Iglv2
ENSMUSG00000037995	Igsf9
ENSMUSG00000005364	Il5ra
ENSMUSG00000020279	Il9r
ENSMUSG00000018068	Ints2
ENSMUSG00000024210	Ip6k3
ENSMUSG00000021356	Irf4
ENSMUSG00000030102	Itpr1
ENSMUSG00000023243	Kcnk5
ENSMUSG00000098557	Kctd12
ENSMUSG00000029475	Kdm2b
ENSMUSG00000041649	Klf8
ENSMUSG00000026000	Lancl1
ENSMUSG00000040751	Lat2
ENSMUSG00000021338	Lrrc16a
ENSMUSG00000044678	Ly6k
ENSMUSG00000004936	Map2k1
ENSMUSG00000022610	Mapk12
ENSMUSG00000021646	Mccc2
ENSMUSG00000011008	Mcoln2
ENSMUSG00000032220	Myo1e
ENSMUSG00000034593	Myo5a
ENSMUSG00000041361	Myzap
ENSMUSG00000024353	Mzb1
ENSMUSG00000048142	Nat8l
ENSMUSG00000048015	Neurod4
ENSMUSG00000000120	Ngfr
ENSMUSG00000039193	Nlrc4
ENSMUSG00000038759	Nup205
ENSMUSG00000005447	Pafah1b3
ENSMUSG00000051285	Pcmtd1
ENSMUSG00000031842	Pde4c
ENSMUSG00000048371	Pdp2
ENSMUSG00000028957	Per3
ENSMUSG00000020899	Pfas
ENSMUSG00000044340	Phlpp1
ENSMUSG00000010136	Pifo
ENSMUSG00000045140	Pigw
ENSMUSG00000035268	Pkig
ENSMUSG00000051344	Plekhm3
ENSMUSG00000028517	Plpp3
ENSMUSG00000029053	Prkcz
ENSMUSG00000030465	Psd3
ENSMUSG00000038042	Ptpdc1
ENSMUSG00000055069	Rab39
ENSMUSG00000019539	Rcn3
ENSMUSG00000027808	Serp1
ENSMUSG00000067001	Serpinb7
ENSMUSG00000096883	Shisa8
ENSMUSG00000020102	Slc16a7
ENSMUSG00000041313	Slc7a1
ENSMUSG00000048442	Smim5
ENSMUSG00000027579	Srms
ENSMUSG00000017400	Stac2
ENSMUSG00000024776	Stambpl1
ENSMUSG00000032333	Stoml1
ENSMUSG00000021457	Syk
ENSMUSG00000063450	Syne2
ENSMUSG00000023923	Tbc1d5
ENSMUSG00000053477	Tcf4
ENSMUSG00000000538	Tom1l2
ENSMUSG00000022043	Trim35
ENSMUSG00000034848	Ttc21b
ENSMUSG00000051506	Wdfy4
ENSMUSG00000056019	Zfp709
ENSMUSG00000058013	40787
