Gene,Gene name,Module,Type,
ENSMUSG00000044737,Klk14,L24,,
ENSMUSG00000030713,Klk7,L24,,
ENSMUSG00000047884,Klk9,L24,,
ENSMUSG00000059832,Kprp,L24,TYPE_I,
ENSMUSG00000044041,Krt13,L24,,
ENSMUSG00000045545,Krt14,L24,,
ENSMUSG00000054146,Krt15,L24,,
ENSMUSG00000046095,Krt32,L24,,
ENSMUSG00000059668,Krt4,L24,TYPE_I,
ENSMUSG00000061527,Krt5,L24,,
ENSMUSG00000023041,Krt6b,L24,,
ENSMUSG00000075402,Krt76,L24,,
ENSMUSG00000050463,Krt78,L24,TYPE_I,
ENSMUSG00000074199,Krtdap,L24,,
ENSMUSG00000041782,Lad1,L24,,
ENSMUSG00000035202,Lars2,L24,TYPE_I,
ENSMUSG00000057609,Lce1a1,L24,,
ENSMUSG00000068890,Lce1a2,L24,,
ENSMUSG00000027923,Lce1b,L24,,
ENSMUSG00000042092,Lce1c,L24,,
ENSMUSG00000103243,Lce1d,L24,,
ENSMUSG00000068889,Lce1e,L24,,
ENSMUSG00000042124,Lce1f,L24,,
ENSMUSG00000027919,Lce1g,L24,TYPE_I,
ENSMUSG00000049593,Lce1h,L24,,
ENSMUSG00000068888,Lce1i,L24,,
ENSMUSG00000068887,Lce1j,L24,,
ENSMUSG00000095870,Lce1k,L24,,
ENSMUSG00000046676,Lce1l,L24,,
ENSMUSG00000027912,Lce1m,L24,,
ENSMUSG00000054325,Lce3a,L24,,
ENSMUSG00000042031,Lce3b,L24,,
ENSMUSG00000045475,Lce3c,L24,TYPE_I,
ENSMUSG00000043472,Lce3d,L24,,
ENSMUSG00000074433,Lce3e,L24,,
ENSMUSG00000068885,Lce3f,L24,,
ENSMUSG00000053522,Lgals7,L24,,
ENSMUSG00000067242,Lgi1,L24,,
ENSMUSG00000041700,Lhfpl1,L24,,
ENSMUSG00000024771,Lipk,L24,,
ENSMUSG00000056078,Lipm,L24,,
ENSMUSG00000044086,Lmod3,L24,TYPE_I,TYPE_II
ENSMUSG00000043165,Lor,L24,,
ENSMUSG00000034648,Lrrn1,L24,,
ENSMUSG00000071656,Lrrn4cl,L24,,
ENSMUSG00000045776,Lrtm1,L24,TYPE_I,
ENSMUSG00000036446,Lum,L24,TYPE_I,
ENSMUSG00000092586,Ly6g6c,L24,,
ENSMUSG00000013766,Ly6g6e,L24,,
ENSMUSG00000026085,Lyg1,L24,,
ENSMUSG00000057454,Lypd3,L24,,
ENSMUSG00000030484,Lypd5,L24,,
ENSMUSG00000027377,Mall,L24,,
ENSMUSG00000022887,Masp1,L24,TYPE_I,
ENSMUSG00000022324,Matn2,L24,TYPE_I,TYPE_II
ENSMUSG00000036466,Megf11,L24,,
ENSMUSG00000035349,Mia2,L24,,
ENSMUSG00000020000,Moxd1,L24,,
ENSMUSG00000098678,Mroh6,L24,,
ENSMUSG00000026100,Mstn,L24,,
ENSMUSG00000031757,Mt4,L24,TYPE_I,TYPE_II
ENSMUSG00000050808,Muc15,L24,,
ENSMUSG00000028348,Murc,L24,,
ENSMUSG00000057280,Musk,L24,,
ENSMUSG00000020061,Mybpc1,L24,,
ENSMUSG00000038670,Mybpc2,L24,,
ENSMUSG00000035923,Myf6,L24,,
ENSMUSG00000056328,Myh1,L24,TYPE_I,
ENSMUSG00000033196,Myh2,L24,TYPE_I,
ENSMUSG00000057003,Myh4,L24,TYPE_I,
ENSMUSG00000055775,Myh8,L24,TYPE_I,
ENSMUSG00000061816,Myl1,L24,TYPE_I,
ENSMUSG00000013936,Myl2,L24,TYPE_I,
ENSMUSG00000059741,Myl3,L24,,
ENSMUSG00000027470,Mylk2,L24,,
ENSMUSG00000030672,Mylpf,L24,,
ENSMUSG00000037139,Myom3,L24,,
ENSMUSG00000024471,Myot,L24,,
ENSMUSG00000068697,Myoz1,L24,,
ENSMUSG00000049173,Myoz3,L24,,
ENSMUSG00000047586,Nccrp1,L24,,
ENSMUSG00000026950,Neb,L24,TYPE_I,
ENSMUSG00000020411,Nipal4,L24,TYPE_I,
ENSMUSG00000060621,Nkpd1,L24,,
ENSMUSG00000035187,Nkx6-1,L24,,
ENSMUSG00000049709,Nlrp10,L24,,TYPE_II
ENSMUSG00000004939,Nmrk2,L24,TYPE_I,
ENSMUSG00000029236,Nmu,L24,,
ENSMUSG00000029361,Nos1,L24,,TYPE_II
ENSMUSG00000022330,Osr2,L24,TYPE_I,
ENSMUSG00000050201,Otop2,L24,,
ENSMUSG00000018862,Otop3,L24,,
ENSMUSG00000024922,Ovol1,L24,,
ENSMUSG00000027765,P2ry1,L24,TYPE_I,TYPE_II
ENSMUSG00000044359,P2ry4,L24,,
ENSMUSG00000025329,Padi1,L24,,
ENSMUSG00000032278,Paqr5,L24,,
ENSMUSG00000001497,Pax9,L24,,
ENSMUSG00000052613,Pcdh15,L24,,
ENSMUSG00000029108,Pcdh7,L24,TYPE_I,TYPE_II
ENSMUSG00000027419,Pcsk2,L24,,
ENSMUSG00000019851,Perp,L24,TYPE_I,
ENSMUSG00000042244,Pglyrp3,L24,,
ENSMUSG00000042250,Pglyrp4,L24,,
ENSMUSG00000031802,Phxr4,L24,TYPE_I,TYPE_II
ENSMUSG00000003469,Phyhip,L24,TYPE_I,
ENSMUSG00000011632,Pinlyp,L24,,
ENSMUSG00000048070,Pirt,L24,,
ENSMUSG00000021506,Pitx1,L24,,
ENSMUSG00000026413,Pkp1,L24,TYPE_I,
ENSMUSG00000028749,Pla2g2f,L24,,
ENSMUSG00000034579,Pla2g3,L24,,
ENSMUSG00000070719,Pla2g4d,L24,,
ENSMUSG00000050211,Pla2g4e,L24,,
ENSMUSG00000046971,Pla2g4f,L24,,
ENSMUSG00000064247,Plcxd1,L24,,
ENSMUSG00000043286,Pnpla1,L24,TYPE_I,TYPE_II
ENSMUSG00000035834,Polr3g,L24,TYPE_I,TYPE_II
ENSMUSG00000003863,Ppfia3,L24,,TYPE_II
ENSMUSG00000042717,Ppp1r3a,L24,,
ENSMUSG00000027376,Prom2,L24,,
ENSMUSG00000026586,Prrx1,L24,TYPE_I,
ENSMUSG00000050762,Prss27,L24,,
ENSMUSG00000039126,Prune2,L24,TYPE_I,TYPE_II
ENSMUSG00000043430,Psapl1,L24,,
ENSMUSG00000005716,Pvalb,L24,,
ENSMUSG00000038020,Rapgefl1,L24,TYPE_I,
ENSMUSG00000008658,Rbfox1,L24,TYPE_I,
ENSMUSG00000032454,Rbp2,L24,,
ENSMUSG00000026678,Rgs5,L24,,
ENSMUSG00000035896,Rnase1,L24,,
ENSMUSG00000059606,Rnase2b,L24,,
ENSMUSG00000046490,Rnf222,L24,,
ENSMUSG00000110404,Rnf223,L24,,
ENSMUSG00000033967,Rnf225,L24,TYPE_I,
ENSMUSG00000110439,RP24-346O11.2,L24,,
ENSMUSG00000002500,Rpl3l,L24,,
ENSMUSG00000062309,Rpp25,L24,,
ENSMUSG00000041984,Rptn,L24,TYPE_I,
ENSMUSG00000030592,Ryr1,L24,,TYPE_II
ENSMUSG00000063767,S100a7a,L24,,
ENSMUSG00000046056,Sbsn,L24,TYPE_I,
ENSMUSG00000026387,Sctr,L24,,
ENSMUSG00000028236,Sdr16c5,L24,,
ENSMUSG00000071019,Sdr16c6,L24,,
ENSMUSG00000034308,Sdr42e1,L24,TYPE_I,
ENSMUSG00000040127,Sdr9c7,L24,,
ENSMUSG00000026327,Serpinb11,L24,,
ENSMUSG00000059956,Serpinb12,L24,,TYPE_II
ENSMUSG00000044594,Serpinb3a,L24,,
ENSMUSG00000073602,Serpinb3b,L24,TYPE_I,
ENSMUSG00000073601,Serpinb3c,L24,,
ENSMUSG00000067006,Serpinb5,L24,,
ENSMUSG00000067001,Serpinb7,L24,,
ENSMUSG00000058153,Sez6l,L24,,
ENSMUSG00000021319,Sfrp4,L24,TYPE_I,
ENSMUSG00000020354,Sgcd,L24,TYPE_I,
ENSMUSG00000062713,Sim2,L24,,
ENSMUSG00000001225,Slc26a3,L24,,
ENSMUSG00000010064,Slc38a3,L24,,
ENSMUSG00000028386,Slc46a2,L24,,
ENSMUSG00000028544,Slc5a9,L24,,
ENSMUSG00000021565,Slc6a19,L24,,TYPE_II
ENSMUSG00000017002,Slpi,L24,TYPE_I,
ENSMUSG00000027077,Smtnl1,L24,,
ENSMUSG00000041287,Sox15,L24,,
ENSMUSG00000061517,Sox21,L24,,
ENSMUSG00000055561,Spink5,L24,,
ENSMUSG00000050359,Sprr1a,L24,,
ENSMUSG00000048455,Sprr1b,L24,TYPE_I,
ENSMUSG00000078664,Sprr2a1,L24,,
ENSMUSG00000027925,Sprr2j-ps,L24,,
ENSMUSG00000045539,Sprr3,L24,TYPE_I,
ENSMUSG00000043461,Sptssb,L24,,
ENSMUSG00000031574,Star,L24,TYPE_I,
ENSMUSG00000006800,Sulf2,L24,TYPE_I,TYPE_II
ENSMUSG00000003271,Sult2b1,L24,,
ENSMUSG00000027887,Sypl2,L24,,
ENSMUSG00000026452,Syt2,L24,,
ENSMUSG00000028860,Sytl1,L24,TYPE_I,
ENSMUSG00000030043,Tacr1,L24,,
ENSMUSG00000027868,Tbx15,L24,,
ENSMUSG00000032419,Tbx18,L24,,
ENSMUSG00000090356,Teddm3,L24,,
ENSMUSG00000049336,Tenm2,L24,,
ENSMUSG00000021359,Tfap2a,L24,TYPE_I,
ENSMUSG00000022797,Tfrc,L24,TYPE_I,TYPE_II
ENSMUSG00000027401,Tgm3,L24,TYPE_I,
ENSMUSG00000053675,Tgm5,L24,TYPE_I,
ENSMUSG00000023885,Thbs2,L24,,
ENSMUSG00000021702,Thbs4,L24,TYPE_I,
ENSMUSG00000028148,Them5,L24,,
ENSMUSG00000004929,Thop1,L24,,
ENSMUSG00000055546,Timd4,L24,TYPE_I,TYPE_II
ENSMUSG00000059900,Tmem40,L24,,
ENSMUSG00000046748,Tmem45a2,L24,TYPE_I,
ENSMUSG00000028786,Tmem54,L24,,
ENSMUSG00000001420,Tmem79,L24,,
ENSMUSG00000072845,Tmprss11a,L24,,
ENSMUSG00000035861,Tmprss11b,L24,,
ENSMUSG00000061259,Tmprss11d,L24,TYPE_I,
ENSMUSG00000048764,Tmprss11f,L24,,
ENSMUSG00000079451,Tmprss11g,L24,,
ENSMUSG00000037129,Tmprss13,L24,,
ENSMUSG00000017300,Tnnc2,L24,,
ENSMUSG00000031097,Tnni2,L24,,TYPE_II
ENSMUSG00000061723,Tnnt3,L24,,
ENSMUSG00000017607,Tns4,L24,,
ENSMUSG00000028464,Tpm2,L24,TYPE_I,
ENSMUSG00000048399,Tprg,L24,,
ENSMUSG00000019787,Trdn,L24,,
ENSMUSG00000031372,Trex2,L24,,
ENSMUSG00000032013,Trim29,L24,,TYPE_II
ENSMUSG00000022510,Trp63,L24,,
ENSMUSG00000043029,Trpv3,L24,,
ENSMUSG00000056900,Usp13,L24,TYPE_I,
ENSMUSG00000070604,Vsig10l,L24,,
ENSMUSG00000044206,Vsig4,L24,,TYPE_II
ENSMUSG00000049598,Vsig8,L24,,
ENSMUSG00000042845,Wfdc12,L24,,
ENSMUSG00000040154,Wfdc5,L24,,
ENSMUSG00000026167,Wnt10a,L24,,
ENSMUSG00000022382,Wnt7b,L24,,TYPE_II
ENSMUSG00000027022,Xirp2,L24,,
ENSMUSG00000044646,Zbtb7c,L24,,TYPE_II
ENSMUSG00000014198,Zfp385c,L24,,
ENSMUSG00000043719,Col6a6,L25,,
ENSMUSG00000027445,Cst9,L25,,
ENSMUSG00000076613,Ighg2b,L25,,
ENSMUSG00000076612,Ighg2c,L25,,
ENSMUSG00000076615,Ighg3,L25,,
ENSMUSG00000076617,Ighm,L25,TYPE_I,TYPE_II
ENSMUSG00000103254,Ighv1-15,L25,,
ENSMUSG00000094561,Ighv1-22,L25,TYPE_I,
ENSMUSG00000094546,Ighv1-26,L25,TYPE_I,
ENSMUSG00000094051,Ighv1-36,L25,,
ENSMUSG00000095130,Ighv1-39,L25,,
ENSMUSG00000095442,Ighv1-4,L25,,
ENSMUSG00000094652,Ighv1-42,L25,,
ENSMUSG00000095204,Ighv1-52,L25,,
ENSMUSG00000093894,Ighv1-53,L25,,
ENSMUSG00000095589,Ighv1-55,L25,,
ENSMUSG00000095197,Ighv1-59,L25,,
ENSMUSG00000094088,Ighv1-64,L25,,
ENSMUSG00000095519,Ighv1-66,L25,,
ENSMUSG00000094502,Ighv1-69,L25,,
ENSMUSG00000095200,Ighv1-7,L25,,
ENSMUSG00000094124,Ighv1-74,L25,TYPE_I,
ENSMUSG00000096020,Ighv1-75,L25,,
ENSMUSG00000093896,Ighv1-76,L25,,
ENSMUSG00000096326,Ighv1-78,L25,,
ENSMUSG00000094075,Ighv1-80,L25,,
ENSMUSG00000094689,Ighv1-81,L25,,
ENSMUSG00000095127,Ighv1-82,L25,TYPE_I,
ENSMUSG00000096150,Ighv1-85,L25,,
ENSMUSG00000094694,Ighv1-9,L25,,
ENSMUSG00000095981,Ighv10-1,L25,,
ENSMUSG00000095700,Ighv10-3,L25,,
ENSMUSG00000096108,Ighv11-2,L25,,
ENSMUSG00000076676,Ighv12-3,L25,,
ENSMUSG00000076671,Ighv13-2,L25,,
ENSMUSG00000094509,Ighv14-1,L25,,
ENSMUSG00000095583,Ighv14-2,L25,,
ENSMUSG00000095642,Ighv14-3,L25,,
ENSMUSG00000076666,Ighv14-4,L25,,
ENSMUSG00000096464,Ighv2-2,L25,,
ENSMUSG00000094164,Ighv2-3,L25,,
ENSMUSG00000096498,Ighv2-5,L25,,
ENSMUSG00000095565,Ighv2-9-1,L25,,
ENSMUSG00000076672,Ighv3-6,L25,TYPE_I,
ENSMUSG00000076674,Ighv3-8,L25,,
ENSMUSG00000076655,Ighv4-1,L25,,
ENSMUSG00000094194,Ighv5-16,L25,,
ENSMUSG00000095571,Ighv5-17,L25,TYPE_I,
ENSMUSG00000095612,Ighv5-4,L25,,
ENSMUSG00000094951,Ighv5-6,L25,,
ENSMUSG00000095285,Ighv5-9,L25,,
ENSMUSG00000095210,Ighv5-9-1,L25,,
ENSMUSG00000076677,Ighv6-3,L25,,
ENSMUSG00000076680,Ighv6-6,L25,,
ENSMUSG00000076652,Ighv7-3,L25,,
ENSMUSG00000076731,Ighv8-12,L25,,
ENSMUSG00000104452,Ighv8-8,L25,,
ENSMUSG00000096459,Ighv9-3,L25,,
ENSMUSG00000094322,Ighv9-4,L25,,
ENSMUSG00000076609,Igkc,L25,,
ENSMUSG00000093861,Igkv1-110,L25,TYPE_I,
ENSMUSG00000094335,Igkv1-117,L25,,
ENSMUSG00000095497,Igkv1-122,L25,,
ENSMUSG00000096336,Igkv1-135,L25,,
ENSMUSG00000076535,Igkv1-88,L25,,
ENSMUSG00000096490,Igkv10-94,L25,TYPE_I,
ENSMUSG00000094420,Igkv10-96,L25,,
ENSMUSG00000096422,Igkv12-44,L25,,
ENSMUSG00000076564,Igkv12-46,L25,,
ENSMUSG00000076534,Igkv12-89,L25,,
ENSMUSG00000079543,Igkv13-85,L25,,
ENSMUSG00000095771,Igkv14-111,L25,,
ENSMUSG00000094345,Igkv14-126,L25,,
ENSMUSG00000076522,Igkv16-104,L25,,
ENSMUSG00000098814,Igkv19-93,L25,,
ENSMUSG00000105606,Igkv2-109,L25,,
ENSMUSG00000076518,Igkv2-112,L25,TYPE_I,
ENSMUSG00000095682,Igkv3-1,L25,,
ENSMUSG00000076596,Igkv3-10,L25,TYPE_I,
ENSMUSG00000094117,Igkv3-12,L25,,
ENSMUSG00000095351,Igkv3-2,L25,,
ENSMUSG00000096715,Igkv3-4,L25,,
ENSMUSG00000095335,Igkv3-5,L25,,
ENSMUSG00000076598,Igkv3-7,L25,TYPE_I,
ENSMUSG00000095753,Igkv4-53,L25,,
ENSMUSG00000096833,Igkv4-55,L25,TYPE_I,
ENSMUSG00000076556,Igkv4-57,L25,TYPE_I,
ENSMUSG00000076555,Igkv4-57-1,L25,,
ENSMUSG00000095633,Igkv4-58,L25,,
ENSMUSG00000094006,Igkv4-59,L25,,
ENSMUSG00000076549,Igkv4-68,L25,,
ENSMUSG00000076545,Igkv4-72,L25,,
ENSMUSG00000076543,Igkv4-74,L25,,
ENSMUSG00000076541,Igkv4-79,L25,,
ENSMUSG00000076540,Igkv4-80,L25,,
ENSMUSG00000076532,Igkv4-91,L25,,
ENSMUSG00000076569,Igkv5-39,L25,,
ENSMUSG00000094433,Igkv5-43,L25,,
ENSMUSG00000094094,Igkv5-45,L25,,
ENSMUSG00000076563,Igkv5-48,L25,TYPE_I,
ENSMUSG00000076594,Igkv6-13,L25,TYPE_I,
ENSMUSG00000094797,Igkv6-15,L25,TYPE_I,
ENSMUSG00000076587,Igkv6-20,L25,,
ENSMUSG00000076576,Igkv6-32,L25,,
ENSMUSG00000096594,Igkv8-19,L25,,
ENSMUSG00000076583,Igkv8-24,L25,,
ENSMUSG00000076580,Igkv8-27,L25,,
ENSMUSG00000094356,Igkv8-28,L25,,
ENSMUSG00000076577,Igkv8-30,L25,,
ENSMUSG00000094872,Igkv9-120,L25,,
ENSMUSG00000096632,Igkv9-124,L25,,
ENSMUSG00000093906,Igkv9-129,L25,,
ENSMUSG00000105906,Iglc1,L25,,
ENSMUSG00000076934,Iglv1,L25,,
ENSMUSG00000076940,Iglv2,L25,,
ENSMUSG00000067149,Jchain,L25,,
ENSMUSG00000030834,Abcc6,L26,,
ENSMUSG00000028937,Acot7,L26,TYPE_I,
ENSMUSG00000033717,Adra2a,L26,,TYPE_II
ENSMUSG00000020581,Agr2,L26,TYPE_I,
ENSMUSG00000029772,Ahcyl2,L26,TYPE_I,
ENSMUSG00000018924,Alox15,L26,,
ENSMUSG00000049985,Ankrd55,L26,,TYPE_II
ENSMUSG00000038115,Ano2,L26,,
ENSMUSG00000042797,Aqp11,L26,,
ENSMUSG00000015709,Arnt2,L26,TYPE_I,
ENSMUSG00000055415,Atp10b,L26,,
ENSMUSG00000031441,Atp11a,L26,,TYPE_II
ENSMUSG00000026405,C4bp,L26,TYPE_I,
ENSMUSG00000031981,Capn9,L26,,
ENSMUSG00000027562,Car2,L26,,
ENSMUSG00000020676,Ccl11,L26,TYPE_I,TYPE_II
ENSMUSG00000004814,Ccl24,L26,TYPE_I,
ENSMUSG00000035448,Ccr3,L26,TYPE_I,TYPE_II
ENSMUSG00000031495,Cd209d,L26,,
ENSMUSG00000040197,Cd209e,L26,,
ENSMUSG00000058952,Cfi,L26,,
ENSMUSG00000029161,Cgref1,L26,TYPE_I,
ENSMUSG00000062778,Chia1,L26,TYPE_I,
ENSMUSG00000063779,Chil4,L26,TYPE_I,
ENSMUSG00000028255,Clca1,L26,TYPE_I,
ENSMUSG00000028197,Col24a1,L26,,
ENSMUSG00000001119,Col6a1,L26,TYPE_I,
ENSMUSG00000020241,Col6a2,L26,,TYPE_II
ENSMUSG00000091345,Col6a5,L26,,
ENSMUSG00000027938,Creb3l4,L26,,
ENSMUSG00000032323,Cyp11a1,L26,,
ENSMUSG00000090891,D6Ertd527e,L26,,
ENSMUSG00000009092,Derl3,L26,,
ENSMUSG00000029307,Dmp1,L26,,
ENSMUSG00000024501,Dpysl3,L26,TYPE_I,
ENSMUSG00000050192,Eif5a2,L26,,
ENSMUSG00000023216,Epb42,L26,,
ENSMUSG00000030866,Ern2,L26,,
ENSMUSG00000022938,Fam3b,L26,TYPE_I,TYPE_II
ENSMUSG00000055333,Fat2,L26,,
ENSMUSG00000069805,Fbp1,L26,TYPE_I,TYPE_II
ENSMUSG00000047730,Fcgbp,L26,,
ENSMUSG00000037106,Fer1l6,L26,,
ENSMUSG00000038417,Fig4,L26,,
ENSMUSG00000042817,Flt3,L26,,
ENSMUSG00000040891,Foxa3,L26,,
ENSMUSG00000036264,Fstl4,L26,,
ENSMUSG00000004988,Fxyd4,L26,,
ENSMUSG00000045005,Fzd5,L26,TYPE_I,
ENSMUSG00000031162,Gata1,L26,,
ENSMUSG00000029992,Gfpt1,L26,,TYPE_II
ENSMUSG00000089901,Gm8113,L26,TYPE_I,
ENSMUSG00000042942,Greb1l,L26,TYPE_I,TYPE_II
ENSMUSG00000000617,Grm6,L26,,
ENSMUSG00000023247,Guca2a,L26,,
ENSMUSG00000016283,H2-M2,L26,TYPE_I,TYPE_II
ENSMUSG00000021730,Hcn1,L26,,
ENSMUSG00000028634,Hivep3,L26,TYPE_I,TYPE_II
ENSMUSG00000087642,Ighe,L26,,
ENSMUSG00000076614,Ighg1,L26,,
ENSMUSG00000095889,Ighv1-58,L26,,
ENSMUSG00000096638,Ighv2-9,L26,,
ENSMUSG00000076670,Ighv3-5,L26,,
ENSMUSG00000102364,Ighv8-5,L26,,
ENSMUSG00000076514,Igkv17-121,L26,,
ENSMUSG00000076575,Igkv7-33,L26,TYPE_I,
ENSMUSG00000020383,Il13,L26,,
ENSMUSG00000026069,Il1rl1,L26,TYPE_I,
ENSMUSG00000050377,Il31ra,L26,,TYPE_II
ENSMUSG00000024810,Il33,L26,TYPE_I,
ENSMUSG00000000869,Il4,L26,,
ENSMUSG00000036117,Il5,L26,,
ENSMUSG00000021356,Irf4,L26,TYPE_I,TYPE_II
ENSMUSG00000025610,Map3k7cl,L26,,
ENSMUSG00000022227,Mcpt1,L26,,
ENSMUSG00000040950,Mgl2,L26,TYPE_I,TYPE_II
ENSMUSG00000026303,Mlph,L26,TYPE_I,
ENSMUSG00000026712,Mrc1,L26,TYPE_I,TYPE_II
ENSMUSG00000048965,Mrgpre,L26,,
ENSMUSG00000050276,Mrgprg,L26,,
ENSMUSG00000025930,Msc,L26,,
ENSMUSG00000025469,Msx3,L26,,
ENSMUSG00000037974,Muc5ac,L26,,
ENSMUSG00000012396,Nanog,L26,TYPE_I,
ENSMUSG00000000120,Ngfr,L26,,
ENSMUSG00000026575,Nme7,L26,,
ENSMUSG00000042684,Npl,L26,,TYPE_II
ENSMUSG00000020787,P2rx1,L26,,
ENSMUSG00000020072,Pbld2,L26,,
ENSMUSG00000021587,Pcsk1,L26,,
ENSMUSG00000020388,Pdlim4,L26,TYPE_I,TYPE_II
ENSMUSG00000041237,Pklr,L26,TYPE_I,
ENSMUSG00000033847,Pla2g4c,L26,TYPE_I,
ENSMUSG00000035835,Plppr3,L26,TYPE_I,
ENSMUSG00000033871,Ppargc1b,L26,TYPE_I,TYPE_II
ENSMUSG00000027073,Prg2,L26,TYPE_I,
ENSMUSG00000071489,Ptgdr,L26,,
ENSMUSG00000053141,Ptprt,L26,,
ENSMUSG00000025140,Pycr1,L26,,
ENSMUSG00000038530,Rgs4,L26,TYPE_I,TYPE_II
ENSMUSG00000048899,Rimkla,L26,,
ENSMUSG00000047222,Rnase2a,L26,,
ENSMUSG00000002565,Scin,L26,TYPE_I,TYPE_II
ENSMUSG00000029189,Sel1l3,L26,,TYPE_II
ENSMUSG00000063232,Serpina11,L26,,
ENSMUSG00000022766,Serpind1,L26,TYPE_I,TYPE_II
ENSMUSG00000020805,Slc13a5,L26,,
ENSMUSG00000011034,Slc5a1,L26,,
ENSMUSG00000036814,Slc6a20a,L26,,
ENSMUSG00000074445,Sprr2a3,L26,,
ENSMUSG00000022351,Sqle,L26,TYPE_I,TYPE_II
ENSMUSG00000017400,Stac2,L26,TYPE_I,TYPE_II
ENSMUSG00000037217,Syn1,L26,,TYPE_II
ENSMUSG00000029851,Tcaf2,L26,,
ENSMUSG00000024032,Tff1,L26,,
ENSMUSG00000060044,Tmem26,L26,,TYPE_II
ENSMUSG00000031497,Tnfsf13b,L26,,TYPE_II
ENSMUSG00000096630,Vmn2r26,L26,,
ENSMUSG00000055235,Wdr86,L26,TYPE_I,
ENSMUSG00000067704,Wfdc13,L26,,
ENSMUSG00000021994,Wnt5a,L26,,
ENSMUSG00000026621,Mar-01,L27,,
ENSMUSG00000020486,Sep-04,L27,TYPE_I,
ENSMUSG00000043644,0610009L18Rik,L27,TYPE_I,
ENSMUSG00000024442,0610009O20Rik,L27,,
ENSMUSG00000045414,1190002N15Rik,L27,,TYPE_II
ENSMUSG00000074217,2210011C24Rik,L27,TYPE_I,TYPE_II
ENSMUSG00000060301,2610008E11Rik,L27,TYPE_I,
ENSMUSG00000053080,2700081O15Rik,L27,TYPE_I,
ENSMUSG00000046806,3110062M04Rik,L27,TYPE_I,TYPE_II
ENSMUSG00000020234,4930404N11Rik,L27,,
ENSMUSG00000037358,4930578C19Rik,L27,,
ENSMUSG00000014837,4931428F04Rik,L27,,TYPE_II
ENSMUSG00000027446,9230104L09Rik,L27,,
ENSMUSG00000097061,9330151L19Rik,L27,,
ENSMUSG00000044060,A830010M20Rik,L27,,
ENSMUSG00000054057,A930004D18Rik,L27,,
ENSMUSG00000068522,Aard,L27,,
ENSMUSG00000062017,Abca14,L27,,
ENSMUSG00000026944,Abca2,L27,TYPE_I,
ENSMUSG00000030249,Abcc9,L27,,
ENSMUSG00000003346,Abhd17a,L27,TYPE_I,TYPE_II
ENSMUSG00000035258,Abi3bp,L27,TYPE_I,
ENSMUSG00000029095,Ablim2,L27,,
ENSMUSG00000036880,Acaa2,L27,TYPE_I,TYPE_II
ENSMUSG00000079355,Ackr4,L27,,
ENSMUSG00000027380,Acoxl,L27,,
ENSMUSG00000035783,Acta2,L27,TYPE_I,TYPE_II
ENSMUSG00000059430,Actg2,L27,,
ENSMUSG00000024866,Acy3,L27,TYPE_I,
ENSMUSG00000031554,Adam5,L27,TYPE_I,
ENSMUSG00000024299,Adamts10,L27,TYPE_I,
ENSMUSG00000058145,Adamts17,L27,,
ENSMUSG00000053441,Adamts19,L27,,
ENSMUSG00000070469,Adamtsl3,L27,,
ENSMUSG00000020431,Adcy1,L27,,
ENSMUSG00000039116,Adgrg6,L27,,TYPE_II
ENSMUSG00000013033,Adgrl1,L27,TYPE_I,
ENSMUSG00000055301,Adh7,L27,,
ENSMUSG00000035283,Adrb1,L27,,
ENSMUSG00000054452,Aes,L27,,
ENSMUSG00000025083,Afap1l2,L27,,
ENSMUSG00000038836,Agbl3,L27,,
ENSMUSG00000029165,Agbl5,L27,,
ENSMUSG00000041530,Ago1,L27,TYPE_I,
ENSMUSG00000041936,Agrn,L27,TYPE_I,
ENSMUSG00000078307,AI593442,L27,TYPE_I,TYPE_II
ENSMUSG00000022763,Aifm3,L27,,
ENSMUSG00000071551,Akr1c19,L27,TYPE_I,
ENSMUSG00000028393,Alad,L27,TYPE_I,
ENSMUSG00000028737,Aldh4a1,L27,TYPE_I,
ENSMUSG00000073792,Alg6,L27,,
ENSMUSG00000027460,Angpt4,L27,,
ENSMUSG00000028989,Angptl7,L27,,
ENSMUSG00000031508,Ankrd10,L27,TYPE_I,
ENSMUSG00000078487,Ankrd65,L27,,
ENSMUSG00000034863,Ano8,L27,TYPE_I,
ENSMUSG00000029338,Antxr2,L27,TYPE_I,TYPE_II
ENSMUSG00000020135,Apc2,L27,,
ENSMUSG00000044338,Aplnr,L27,,TYPE_II
ENSMUSG00000040564,Apoc1,L27,TYPE_I,
ENSMUSG00000040459,Arglu1,L27,TYPE_I,
ENSMUSG00000063506,Arhgap22,L27,,TYPE_II
ENSMUSG00000036882,Arhgap33,L27,,
ENSMUSG00000033697,Arhgap39,L27,TYPE_I,TYPE_II
ENSMUSG00000052921,Arhgef15,L27,,
ENSMUSG00000033436,Armcx2,L27,TYPE_I,
ENSMUSG00000050394,Armcx6,L27,TYPE_I,TYPE_II
ENSMUSG00000030217,Art4,L27,TYPE_I,
ENSMUSG00000048040,Arxes2,L27,TYPE_I,
ENSMUSG00000029685,Asb15,L27,,
ENSMUSG00000028373,Astn2,L27,,
ENSMUSG00000038539,Atf5,L27,TYPE_I,
ENSMUSG00000047767,Atg16l2,L27,TYPE_I,
ENSMUSG00000038094,Atp13a4,L27,,
ENSMUSG00000030302,Atp2b2,L27,TYPE_I,
